,address_no,description,satuan,Unit
235,KALTIM1.SIGNAL.AI.10HNC10CY102,Unit #1 - A IDF rear bearing vibration,mm/s,Unit 1
236,KALTIM1.SIGNAL.AI.10HNA10CP102,Unit #1 - A IDF outlet air pressure,KPa,Unit 1
237,KALTIM1.SIGNAL.AI.10HDF40CP101,Unit #1 - HP fluidizing air fan outlet header pressure,KPa,Unit 1
238,KALTIM1.SIGNAL.AI.10HDF49AA101XQ12,Unit #1 - Control valve for fluidizing air to air preheater outlet positio,%,Unit 1
239,KALTIM1.SIGNAL.AI.10HNA30CF101,Unit #1 - Chimney flue gas flow,m/s,Unit 1
240,KALTIM1.SIGNAL.AI.10HNA30CP101,Unit #1 - Chimney flue gas pressure,KPa,Unit 1
241,KALTIM1.SIGNAL.AI.10HNA30CT101,Unit #1 - Chimney flue gas temperature,°C,Unit 1
242,KALTIM1.SIGNAL.AI.10HNA30CQ101,Unit #1 - Chimney flue gas dust concentration,mg/Nm3,Unit 1
243,KALTIM1.SIGNAL.AI.10HNA30CQ102,Unit #1 - Chimney flue gas humidity,%,Unit 1
244,KALTIM1.SIGNAL.AI.10HDF52CP101,Unit #1 - Side-A U valve bed pressure,KPa,Unit 1
245,KALTIM1.SIGNAL.AI.10HNA30CQ103XQ01,Unit #1 - Chimney flue gas SO2 concentration 1,mg/Nm3,Unit 1
246,KALTIM1.SIGNAL.AI.10HNA30CQ103XQ02,Unit #1 - Chimney flue gas SO2 concentration 2,mg/Nm3,Unit 1
247,KALTIM1.SIGNAL.AI.10HNA30CQ104,Unit #1 - Chimney flue gas NOx concentration,mg/Nm3,Unit 1
248,KALTIM1.SIGNAL.AI.10HNA30CQ105,Unit #1 - Chimney flue gas CO concentration,mg/Nm3,Unit 1
249,KALTIM1.SIGNAL.AI.10HNA30CQ106,Unit #1 - Chimney flue gas O2 concentration,%,Unit 1
250,KALTIM1.SIGNAL.AI.10HNA10AA102XQ12,Unit #1 - Motor-driven control damper for side-A boiler outlet flue gas to,%,Unit 1
251,KALTIM1.SIGNAL.AI.10LCQ20CL102,Unit #1 - Continuous blowdown flash tank water level,mm,Unit 1
252,KALTIM1.SIGNAL.AI.10LCQ20AA101XQ12,Unit #1 - Control valve for continuous blowdown flash tank to periodic blo,%,Unit 1
253,KALTIM1.SIGNAL.AI.10HAN13AA101XQ12,Unit #1 - Side-A drum continuous blowdown control valve position feedback,%,Unit 1
254,KALTIM1.SIGNAL.AI.10LCQ10CF101DP,Unit #1 - Drum continuous blowdown to continuous blowdown flash tank flow,Pa,Unit 1
255,KALTIM1.SIGNAL.AI.10LCE30CP101,Unit #1 - Slag cooler cooling water inlet main pipe pressure,MPa,Unit 1
256,KALTIM1.SIGNAL.AI.10LCA30CF101DP,Unit #1 - Slag cooler cooling water flow,Pa,Unit 1
257,KALTIM1.SIGNAL.AI.10HDA10AN001XQ12,Unit #1 - A slag cooler speed feedback,%,Unit 1
258,KALTIM1.SIGNAL.AI.10LCE36AA101XQ12,Unit #1 - Slag cooler cooling water outlet control valve position feedback,%,Unit 1
259,KALTIM1.SIGNAL.AI.10LCE36CP101,Unit #1 - Slag cooler pump outlet main pipe pressure,MPa,Unit 1
260,KALTIM1.SIGNAL.AI.10ETE10CL101,Unit #1 - #1 boiler ash silo Level ,m,Unit 1
261,KALTIM1.SIGNAL.AI.10ETE30CL101,Unit #1 - #1 boiler ash silo Level ,m,Unit 1
262,KALTIM1.SIGNAL.AI.10HLB20AA101XQ12,Unit #1 - B primary air fan inlet control valve position feedback,%,Unit 1
263,KALTIM1.SIGNAL.AI.10HLB20AN001XQ01,Unit #1 - B primary air fan current,A,Unit 1
264,KALTIM1.SIGNAL.AI.10HLB20CY101,Unit #1 - B primary air fan front bearing vibration,mm/s,Unit 1
265,KALTIM1.SIGNAL.AI.10HLB20CY102,Unit #1 - B primary air fan rear bearing vibration,mm/s,Unit 1
266,KALTIM1.SIGNAL.AI.10HLA20CP101,Unit #1 - B primary air fan outlet pressure,KPa,Unit 1
267,KALTIM1.SIGNAL.AI.10HBK41CP106,Unit #1 - Differential pressure between side-B air preheater outlet and ec,KPa,Unit 1
268,KALTIM1.SIGNAL.AI.10HHL03CP101,Unit #1 - Furnace air chamber pressure 2,KPa,Unit 1
269,KALTIM1.SIGNAL.AI.10HFE20AA101XQ12,Unit #1 - B coal spreading booster fan inlet control damper position feedb,%,Unit 1
270,KALTIM1.SIGNAL.AI.10HFE20CP101,Unit #1 - B coal spreading booster fan outlet pressure,KPa,Unit 1
271,KALTIM1.SIGNAL.AI.10HFE20AN001XQ01,Unit #1 - B coal spreading booster fan current,A,Unit 1
272,KALTIM1.SIGNAL.AI.10HHL03CF101DP,Unit #1 - B air duct ignitor inlet hot primary air flow,Pa,Unit 1
273,KALTIM1.SIGNAL.AI.10HHL03AA101XQ12,Unit #1 - B air duct ignitor inlet motor-driven control damper 1 position ,%,Unit 1
274,KALTIM1.SIGNAL.AI.10HHL03AA102XQ12,Unit #1 - B air duct ignitor inlet motor-driven control damper 2 position ,%,Unit 1
275,KALTIM1.SIGNAL.AI.10HHL03AA103XQ12,Unit #1 - B air duct ignitor inlet motor-driven control damper 3 position ,%,Unit 1
276,KALTIM1.SIGNAL.AI.10HCB10AA101XQ12,Unit #1 - POSITION (Pressure Reduction Station),%,Unit 1
277,KALTIM1.SIGNAL.AI.10HCB10CP101,Unit #1 - PRESSURE (Pressure Reduction Station),MPa,Unit 1
278,KALTIM1.SIGNAL.AI.10HFE20CY101,Unit #1 - B coal spreading booster fan front bearing vibration,mm/s,Unit 1
279,KALTIM1.SIGNAL.AI.10HFE20CY102,Unit #1 - B coal spreading booster fan rear bearing vibration,mm/s,Unit 1
280,KALTIM1.SIGNAL.AI.10HHL05AA102XQ12,Unit #1 - Front wall upper bed burner hot primary air control damper 2 pos,%,Unit 1
281,KALTIM1.SIGNAL.AI.10HHL06AA102XQ12,Unit #1 - Back wall upper bed burner hot primary air control damper 2 posi,%,Unit 1
282,KALTIM1.SIGNAL.AI.10HCB11XQ01,Unit #1 - KR/ER GROUP WORKING CURRENT,A,Unit 1
283,KALTIM1.SIGNAL.AI.10HLB40AA101XQ12,Unit #1 - B secondary air fan inlet control valve position feedback,%,Unit 1
284,KALTIM1.SIGNAL.AI.10HLB40AN001XQ01,Unit #1 - B secondary air fan current,A,Unit 1
285,KALTIM1.SIGNAL.AI.10HLB40CY101,Unit #1 - B secondary air fan front bearing vibration,mm/s,Unit 1
286,KALTIM1.SIGNAL.AI.10HLB40CY102,Unit #1 - B secondary air fan rear bearing vibration,mm/s,Unit 1
287,KALTIM1.SIGNAL.AI.10HLA40CP101,Unit #1 - B secondary air fan outlet pressure,KPa,Unit 1
288,KALTIM1.SIGNAL.AI.10HHL20CP101,Unit #1 - Side-B hot secondary air pressure,KPa,Unit 1
289,KALTIM1.SIGNAL.AI.10HCB10XQ01,Unit #1 - VALVE WORKING CURRENT,A,Unit 1
290,KALTIM1.SIGNAL.AI.10HHL21CP101,Unit #1 - Upper secondary air box pressure,KPa,Unit 1
291,KALTIM1.SIGNAL.AI.10HHL21CF101DP,Unit #1 - Side-B front upper secondary air flow,Pa,Unit 1
292,KALTIM1.SIGNAL.AI.10HHL21AA101XQ12,Unit #1 - Side-B front upper secondary air inlet control valve position fe,%,Unit 1
293,KALTIM1.SIGNAL.AI.10HHL22CF101DP,Unit #1 - Side-B back upper secondary air flow,Pa,Unit 1
294,KALTIM1.SIGNAL.AI.10HHL22AA101XQ12,Unit #1 - Side-B back upper secondary air inlet control valve position fee,%,Unit 1
295,KALTIM1.SIGNAL.AI.10HDF21CP101,Unit #1 - B cyclone separator differential pressure between outlet and inl,KPa,Unit 1
296,KALTIM1.SIGNAL.AI.10HDF21CP102,Unit #1 - B cyclone separator outlet fule gas pressure,KPa,Unit 1
297,KALTIM1.SIGNAL.AI.10HHL23CF101DP,Unit #1 - Side-B front lower secondary air flow,Pa,Unit 1
298,KALTIM1.SIGNAL.AI.10HHL23AA101XQ12,Unit #1 - Side-B front lower secondary air inlet control valve position fe,%,Unit 1
299,KALTIM1.SIGNAL.AI.10HHL24CF101DP,Unit #1 - Side-B back lower secondary air flow,Pa,Unit 1
300,KALTIM1.SIGNAL.AI.10HHL24AA101XQ12,Unit #1 - Side-B back lower secondary air inlet control valve position fee,%,Unit 1
301,KALTIM1.SIGNAL.AI.10HHL23CP101,Unit #1 - Lower secondary air box pressure,KPa,Unit 1
302,KALTIM1.SIGNAL.AI.10HDF20AN001XQ01,Unit #1 - B HP fluidizing air fan current,A,Unit 1
303,KALTIM1.SIGNAL.AI.10HDF20CP101,Unit #1 - B HP fluidizing air fan outlet pressure,KPa,Unit 1
304,KALTIM1.SIGNAL.AI.10HDF44AA101XQ12,Unit #1 - B return material tank inlet control valve 1 position feedback,%,Unit 1
305,KALTIM1.SIGNAL.AI.10HDF44CF101DP,Unit #1 - B return material tank inlet air flow 1,Pa,Unit 1
306,KALTIM1.SIGNAL.AI.10HDF45AA101XQ12,Unit #1 - B return material tank inlet control valve 2 position feedback,%,Unit 1
307,KALTIM1.SIGNAL.AI.10HDF45CF101DP,Unit #1 - B return material tank inlet air flow 2,Pa,Unit 1
308,KALTIM1.SIGNAL.AI.10HDF46CF101DP,Unit #1 - B return material tank inlet air flow 3,Pa,Unit 1
309,KALTIM1.SIGNAL.AI.10HDF47CF101DP,Unit #1 - B return material tank inlet air flow 4,Pa,Unit 1
310,KALTIM1.SIGNAL.AI.10HDF48CF101DP,Unit #1 - B return material tank inlet air flow 5,Pa,Unit 1
311,KALTIM1.SIGNAL.AI.10HDF44CP101,Unit #1 - Side-B U valve bed pressure,KPa,Unit 1
312,KALTIM1.SIGNAL.AI.10HDF21CP105,Unit #1 - Side-B U valve sealing height,KPa,Unit 1
313,KALTIM1.SIGNAL.AI.10HDF21CP103,Unit #1 - Side-B U valve inlet pressure,KPa,Unit 1
314,KALTIM1.SIGNAL.AI.10HDF21CP104,Unit #1 - Side-B U valve outlet pressure (LP),KPa,Unit 1
315,KALTIM1.SIGNAL.AI.10HDF21CP106,Unit #1 - Side-B U valve outlet pressure (HP),KPa,Unit 1
316,KALTIM1.SIGNAL.AI.10HDF21CD101,Unit #1 - Side-B U valve density,KPa,Unit 1
317,KALTIM1.SIGNAL.AI.10HDF44CP102,Unit #1 - Side-B U valve chamber air pressure 1,KPa,Unit 1
318,KALTIM1.SIGNAL.AI.10HDF44CP103,Unit #1 - Side-B U valve chamber air pressure 2,KPa,Unit 1
319,KALTIM1.SIGNAL.AI.10HBK41CP101,Unit #1 - Side-B high temperature super heater inlet flue gas pressure,KPa,Unit 1
320,KALTIM1.SIGNAL.AI.10HBK41CP102,Unit #1 - Side-B low temperature super heater inlet flue gas pressure,KPa,Unit 1
321,KALTIM1.SIGNAL.AI.10HBK41CP103,Unit #1 - Side-B low temperature super heater outlet flue gas pressure,KPa,Unit 1
322,KALTIM1.SIGNAL.AI.10HBK41CP104,Unit #1 - Side-B economiser outlet flue gas pressure,KPa,Unit 1
323,KALTIM1.SIGNAL.AI.10HBK41CQ101,Unit #1 - Side-B air preheater inlet flue gas oxygen content,%,Unit 1
324,KALTIM1.SIGNAL.AI.10HBK41CP105,Unit #1 - Side-B air preheater outlet flue gas pressure,KPa,Unit 1
325,KALTIM1.SIGNAL.AI.10HDA20AN001XQ12,Unit #1 - B slag cooler speed feedback,%,Unit 1
326,KALTIM1.SIGNAL.AI.10HNA20AA102XQ12,Unit #1 - Motor-driven control damper for side-B boiler outlet flue gas to,%,Unit 1
327,KALTIM1.SIGNAL.AI.10HNA20CP101,Unit #1 - B iuduced draft fan inlet flue gas pressure,KPa,Unit 1
328,KALTIM1.SIGNAL.AI.10HNA20AA101XQ12,Unit #1 - B iuduced draft fan inlet control damper position feedback,%,Unit 1
329,KALTIM1.SIGNAL.AI.10HNC20AN001XQ01,Unit #1 - B iuduced draft fan current,A,Unit 1
330,KALTIM1.SIGNAL.AI.10HNC20CY101,Unit #1 - B IDF front bearing vibration,mm/s,Unit 1
331,KALTIM1.SIGNAL.AI.10HNC20CY102,Unit #1 - B IDF rear bearing vibration,mm/s,Unit 1
332,KALTIM1.SIGNAL.AI.10HNA20CP102,Unit #1 - B IDF outlet air pressure,KPa,Unit 1
333,KALTIM1.SIGNAL.AI.10HDF30AN001XQ01,Unit #1 - C HP fluidizing air fan current,A,Unit 1
334,KALTIM1.SIGNAL.AI.10HDF30CP101,Unit #1 - C HP fluidizing air fan outlet pressure,KPa,Unit 1
335,KALTIM1.SIGNAL.AI.10HDA30AN001XQ12,Unit #1 - C slag cooler speed feedback,%,Unit 1
336,KALTIM1.SIGNAL.AI.10HAN11AA101XQ12,Unit #1 - Side-B drum continuous blowdown control valve position feedback,%,Unit 1
337,KALTIM1.SIGNAL.AI.10HCB12XQ01,Unit #1 - KL/EL GROUP WORKING CURRENT,A,Unit 1
338,KALTIM1.SIGNAL.AI.10EEA10CP101,Unit #1 - 1#boiler conveying-bed material system transport gas pressure,KPa,Unit 1
339,KALTIM1.SIGNAL.AI.10EEA10CP102,Unit #1 -  1#boiler conveying-bed material system transport material pres,MPa,Unit 1
340,KALTIM1.SIGNAL.AI.10EQH10CP101,Unit #1 - A Limestone duct pressure 1,%,Unit 1
341,KALTIM1.SIGNAL.AI.10EQH10CP102,Unit #1 - A Limestone duct pressure 2,%,Unit 1
342,KALTIM1.SIGNAL.AI.10EQH10CL101,Unit #1 - #1 Boiler Limestone storage level,%,Unit 1
343,KALTIM1.SIGNAL.AI.10EQH10AF001XQ12,Unit #1 - A Electric lock gas detector speed feedback,%,Unit 1
344,KALTIM1.SIGNAL.AI.10EQH10AF002XQ12,Unit #1 - B Electric lock gas detector speed feedback,%,Unit 1
345,KALTIM1.SIGNAL.AI.10QFB21CP101,Unit #1 - Boiler #1 corner instrument air main pipe pressure,MPa,Unit 1
346,KALTIM1.SIGNAL.AI.10QFB22CP101,Unit #1 - Boiler #2 corner instrument air main pipe pressure,MPa,Unit 1
347,KALTIM1.SIGNAL.AI.10QFB23CP101,Unit #1 - Boiler #3 corner instrument air main pipe pressure,MPa,Unit 1
348,KALTIM1.SIGNAL.AI.10QFB24CP101,Unit #1 - Boiler #4 corner instrument air main pipe pressure,MPa,Unit 1
349,KALTIM1.SIGNAL.AI.10QFB20CP101,Unit #1 - Pressure of boiler instrument air main pipe 1,MPa,Unit 1
350,KALTIM1.SIGNAL.AI.10QFB30CP101,Unit #1 - Pressure of boiler instrument air main pipe 2,MPa,Unit 1
351,KALTIM1.SIGNAL.AI.10LCE19CP101,Unit #1 - DTR WTR P OF HP BYP VLV,MPa,Unit 1
352,KALTIM1.SIGNAL.AI.10MAN10CP101,Unit #1 - STM P AFR HP BYP VLV,MPa,Unit 1
353,KALTIM1.SIGNAL.AI.10LBQ10CP101,Unit #1 - P OF 1ST EXTR STM PIP,MPa,Unit 1
354,KALTIM1.SIGNAL.AI.10LBQ20CP101,Unit #1 - P OF 2ND EXTR STM PIP,MPa,Unit 1
355,KALTIM1.SIGNAL.AI.10LAA01CP101,Unit #1 - P 1 OF DEAE,MPa,Unit 1
356,KALTIM1.SIGNAL.AI.10LBA10CP103,Unit #1 - P OF MAIN STM MAIN PIP,MPa,Unit 1
357,KALTIM1.SIGNAL.AI.10LBS30CP101,Unit #1 - P OF 3RD EXTR STM PIP,MPa,Unit 1
358,KALTIM1.SIGNAL.AI.10LAA01CP102,Unit #1 - P 2 OF DEAE,MPa,Unit 1
359,KALTIM1.SIGNAL.AI.10LAC20CP101,Unit #1 - DIFF P OF A EFWP INLET FLTR,KPa,Unit 1
360,KALTIM1.SIGNAL.AI.10LAB20CP101,Unit #1 - P OF A EFWP INLET,MPa,Unit 1
361,KALTIM1.SIGNAL.AI.10LAB20CP102,Unit #1 - P OF A EFWP OUTLET,MPa,Unit 1
362,KALTIM1.SIGNAL.AI.10LAC20AP001XQ01,Unit #1 - A EFWP CURRENT,A,Unit 1
363,KALTIM1.SIGNAL.AI.10LAB50CP101,Unit #1 - P OF EFWP OUTLET MAIN PIP,MPa,Unit 1
364,KALTIM1.SIGNAL.AI.10LCA50CF102DP,Unit #1 - DEAE INLET FLOW ,Pa,Unit 1
365,KALTIM1.SIGNAL.AI.10LAA01CL101,Unit #1 - DEAE WTR TANK LEVEL 1,mm,Unit 1
366,KALTIM1.SIGNAL.AI.10LAA01CL103,Unit #1 - DEAE WTR TANK LEVEL 3,mm,Unit 1
367,KALTIM1.SIGNAL.AI.10LAA01CL102,Unit #1 - DEAE WTR TANK LEVEL 2,mm,Unit 1
368,KALTIM1.SIGNAL.AI.10LAD10CL101,Unit #1 - NO.1 HP HTR LEVEL 1,mm,Unit 1
369,KALTIM1.SIGNAL.AI.10LAD10CL103,Unit #1 - NO.1 HP HTR LEVEL 3,mm,Unit 1
370,KALTIM1.SIGNAL.AI.10LAD20CL102,Unit #1 - NO.2 HP HTR LEVEL 2,mm,Unit 1
371,KALTIM1.SIGNAL.AI.10LAC20CS101,Unit #1 - A EFWP SPEED,rpm,Unit 1
372,KALTIM1.SIGNAL.AI.10LAD10CL102,Unit #1 - NO.1 HP HTR LEVEL 2,mm,Unit 1
373,KALTIM1.SIGNAL.AI.10LAD20CL101,Unit #1 - NO.2 HP HTR LEVEL 1,mm,Unit 1
374,KALTIM1.SIGNAL.AI.10LAD20CL103,Unit #1 - NO.2 HP HTR LEVEL 3,mm,Unit 1
375,KALTIM1.SIGNAL.AI.10LAC20CY101,Unit #1 - SHAFT VIBRATION OF A EFWP DRIVING END BEARING IN THE X DIRECTION,mm/s,Unit 1
376,KALTIM1.SIGNAL.AI.10LAC20CY103,Unit #1 - SHAFT VIBRATION OF A EFWP NON-DRIVING END BEARING IN THE X DIREC,mm/s,Unit 1
377,KALTIM1.SIGNAL.AI.10LAC20CY102,Unit #1 - SHAFT VIBRATION OF A EFWP DRIVING END BEARING IN THE Y DIRECTION,mm/s,Unit 1
378,KALTIM1.SIGNAL.AI.10LAC20CY104,Unit #1 - SHAFT VIBRATION OF A EFWP NON-DRIVING END BEARING IN THE Y DIREC,mm/s,Unit 1
379,KALTIM1.SIGNAL.AI.10LAC20CY105,Unit #1 - AXIAL DISPLACEMENT OF TURB A EFWP,mm,Unit 1
380,KALTIM1.SIGNAL.AI.10LAC20CP102,Unit #1 - A EFWP coupler inlet oil pressure,MPa,Unit 1
381,KALTIM1.SIGNAL.AI.10MAN10AA101XQ12,Unit #1 - Turbine bypass temperature and pressure reduction valve position,%,Unit 1
382,KALTIM1.SIGNAL.AI.10LCE19AA101XQ12,Unit #1 - Turbine bypass water spray control valve position,%,Unit 1
383,KALTIM1.SIGNAL.AI.10LBS30AA101XQ12,Unit #1 - CTRL VLV OF 3RD EXTR STM TO DEAE POSITION,%,Unit 1
384,KALTIM1.SIGNAL.AI.10LAB21AA101XQ12,Unit #1 - A EFWP RECYCLE CTRL VLV POSITION,%,Unit 1
385,KALTIM1.SIGNAL.AI.10LCA50AA101XQ12,Unit #1 - DEAE LEVEL CTRL VLV POSITION,%,Unit 1
386,KALTIM1.SIGNAL.AI.10LAC20MK001XQ12,Unit #1 - A EFWP coupler motor-driven actuator position,%,Unit 1
387,KALTIM1.SIGNAL.AI.10LBS40CP101,Unit #1 - P OF 4TH EXTR STM PIP,MPa,Unit 1
388,KALTIM1.SIGNAL.AI.10LBS50CP101,Unit #1 - P OF 5TH EXTR STM PIP,MPa,Unit 1
389,KALTIM1.SIGNAL.AI.10LBS60CP101,Unit #1 - P OF 6TH EXTR STM PIP,MPa,Unit 1
390,KALTIM1.SIGNAL.AI.10LBS70CP102,Unit #1 - A SIDE P OF 7TH EXTR STM PIP,MPa,Unit 1
391,KALTIM1.SIGNAL.AI.10LAC30CP101,Unit #1 - DIFF P OF B EFWP INLET FLTR,KPa,Unit 1
392,KALTIM1.SIGNAL.AI.10LAB30CP101,Unit #1 - P OF B EFWP INLET,MPa,Unit 1
393,KALTIM1.SIGNAL.AI.10LCJ60AP001XQ01,Unit #1 - LP drain pump current,A,Unit 1
394,KALTIM1.SIGNAL.AI.10LBS70CP101,Unit #1 - B SIDE P OF 7TH EXTR STM PIP,MPa,Unit 1
395,KALTIM1.SIGNAL.AI.10LAB30CP102,Unit #1 - P OF B EFWP OUTLET,MPa,Unit 1
396,KALTIM1.SIGNAL.AI.10LCA50CP101,Unit #1 - P OF CONDENSATE PMP OUTLET MAIN PIP,MPa,Unit 1
397,KALTIM1.SIGNAL.AI.10LCE11CP101,Unit #1 - DIFF P OF LP CYLINDER WTR SPR FLTR,KPa,Unit 1
398,KALTIM1.SIGNAL.AI.10LCE11CP102,Unit #1 - P OF LP CYLINDER WTR SPR,MPa,Unit 1
399,KALTIM1.SIGNAL.AI.10LAW10CP101,Unit #1 - CONDENSATE PMP SEAL WTR P,MPa,Unit 1
400,KALTIM1.SIGNAL.AI.10LBG26CP101,Unit #1 - P OF THE STM FROM AUX STM TO DEAE,MPa,Unit 1
401,KALTIM1.SIGNAL.AI.10LBG23CP101,Unit #1 - P OF THE STM FROM AUX STM TO GLD STM SYSTEM,MPa,Unit 1
402,KALTIM1.SIGNAL.AI.10LBG22CP101,Unit #1 - P OF THE STM FROM NO.3 EXTR STM TO AUX STM,MPa,Unit 1
403,KALTIM1.SIGNAL.AI.10LBG24CP101,Unit #1 - P OF THE STM FROM AUX STM TO BOILER BTM HEATING,MPa,Unit 1
404,KALTIM1.SIGNAL.AI.10LBG25CP101,Unit #1 - P OF THE STM FROM AUX STM TO OIL GUN ATOMIZATION,MPa,Unit 1
405,KALTIM1.SIGNAL.AI.10LBG21CP101,Unit #1 - P OF THE STM FROM AUX STM TO ECONOMIZER START-UP BLOW,MPa,Unit 1
406,KALTIM1.SIGNAL.AI.10LBG20CP101,Unit #1 - P OF THE STM OF AUX STM MAIN PIP,MPa,Unit 1
407,KALTIM1.SIGNAL.AI.10LCC40CL101,Unit #1 - NO.4 LP HTR LEVEL 1,mm,Unit 1
408,KALTIM1.SIGNAL.AI.10LCC50CL101,Unit #1 - NO.5 LP HTR LEVEL 1,mm,Unit 1
409,KALTIM1.SIGNAL.AI.10LCC60CL101,Unit #1 - NO.6 LP HTR LEVEL 2,mm,Unit 1
410,KALTIM1.SIGNAL.AI.10LCC70CL101,Unit #1 - NO.4 LP HTR LEVEL 1,mm,Unit 1
411,KALTIM1.SIGNAL.AI.10LAC30CY101,Unit #1 - SHAFT VIBRATION OF B EFWP DRIVING END BEARING IN THE X DIRECTION,mm/s,Unit 1
412,KALTIM1.SIGNAL.AI.10LAC30CY103,Unit #1 - SHAFT VIBRATION OF B EFWP NON-DRIVING END BEARING IN THE X DIREC,mm/s,Unit 1
413,KALTIM1.SIGNAL.AI.10LCC40CL102,Unit #1 - NO.4 LP HTR LEVEL 2,mm,Unit 1
414,KALTIM1.SIGNAL.AI.10LCC50CL102,Unit #1 - NO.5 LP HTR LEVEL 2,mm,Unit 1
415,KALTIM1.SIGNAL.AI.10LCC60CL102,Unit #1 - NO.6 LP HTR LEVEL 2,mm,Unit 1
416,KALTIM1.SIGNAL.AI.10LCC70CL102,Unit #1 - NO.4 LP HTR LEVEL 2,mm,Unit 1
417,KALTIM1.SIGNAL.AI.10LAC30CY102,Unit #1 - SHAFT VIBRATION OF B EFWP DRIVING END BEARING IN THE Y DIRECTION,mm/s,Unit 1
418,KALTIM1.SIGNAL.AI.10LAC30CY104,Unit #1 - SHAFT VIBRATION OF B EFWP NON-DRIVING END BEARING IN THE Y DIREC,mm/s,Unit 1
419,KALTIM1.SIGNAL.AI.10LAC30CP102,Unit #1 - B EFWP coupler inlet oil pressure,MPa,Unit 1
420,KALTIM1.SIGNAL.AI.10LAB31AA101XQ12,Unit #1 - B EFWP RECYCLE CTRL VLV POSITION,%,Unit 1
421,KALTIM1.SIGNAL.AI.10LAC30AP001XQ01,Unit #1 - B EFWP CURRENT,A,Unit 1
422,KALTIM1.SIGNAL.AI.10LCJ40AA101XQ12,Unit #1 - 4 LP HTR NORMAL DRN CTRL VLV PSN,%,Unit 1
423,KALTIM1.SIGNAL.AI.10LCJ40AA102XQ12,Unit #1 - 4 LP HTR EMG DRN CTRL VLV PSN,%,Unit 1
424,KALTIM1.SIGNAL.AI.10LCJ50AA101XQ12,Unit #1 - 5 LP HTR NORMAL DRN CTRL VLV PSN,%,Unit 1
425,KALTIM1.SIGNAL.AI.10LCJ50AA102XQ12,Unit #1 - 5 LP HTR EMG DRN CTRL VLV PSN,%,Unit 1
426,KALTIM1.SIGNAL.AI.10LCJ70AA101XQ12,Unit #1 - 7 LP HTR EMG DRN CTRL VLV 1 PSN,%,Unit 1
427,KALTIM1.SIGNAL.AI.10LCJ60AA101XQ12,Unit #1 - PNEUMATIC CTRL VLV OF LP DRAIN PMP OUTLET PSN,%,Unit 1
428,KALTIM1.SIGNAL.AI.10LCJ60AA102XQ12,Unit #1 - 6 LP HTR EMG DRN CTRL VLV PSN,%,Unit 1
429,KALTIM1.SIGNAL.AI.10LCJ70AA102XQ12,Unit #1 - 7 LP HTR EMG DRN CTRL VLV 2 PSN,%,Unit 1
430,KALTIM1.SIGNAL.AI.10LBG26AA101XQ12,Unit #1 - CTRL VLV ON THE PIP FROM AUX STM TO DEAE PSN,%,Unit 1
431,KALTIM1.SIGNAL.AI.10LAC30MK001XQ12,Unit #1 - B EFWP coupler motor-driven actuator position,%,Unit 1
432,KALTIM1.SIGNAL.AI.10LAC30CS101,Unit #1 - B EFWP SPEED,rpm,Unit 1
433,KALTIM1.SIGNAL.AI.10LAC30CY105,Unit #1 - AXIAL DISPLACEMENT OF TURB B EFWP,mm,Unit 1
434,KALTIM1.SIGNAL.AI.10LAC40CP101,Unit #1 - DIFF P OF C EFWP INLET FLTR,KPa,Unit 1
435,KALTIM1.SIGNAL.AI.10LAB40CP102,Unit #1 - P OF C EFWP OUTLET,MPa,Unit 1
436,KALTIM1.SIGNAL.AI.10LCA30CP101,Unit #1 - DIFF P OF A CONDENSATE PMP INLET FLTR,KPa,Unit 1
437,KALTIM1.SIGNAL.AI.10MAG10CP101,Unit #1 - COND P 1,KPa,Unit 1
438,KALTIM1.SIGNAL.AI.10MAJ30CP101,Unit #1 - DIFF P OF A WTR-RING VACUM PMP INLET PNEUMATIC VLV INLET AND OUT,KPa,Unit 1
439,KALTIM1.SIGNAL.AI.10MAU20CP101,Unit #1 - OIL P OF MAIN LUBE OIL PMP INLET ,MPa,Unit 1
440,KALTIM1.SIGNAL.AI.10MAU20CP103,Unit #1 - OIL P AFR CHK OF MAIN LUBE OIL PMP OUTLET ,MPa,Unit 1
441,KALTIM1.SIGNAL.AI.10LAB40CP101,Unit #1 - P OF C EFWP INLET,MPa,Unit 1
442,KALTIM1.SIGNAL.AI.10LCA30CP102,Unit #1 - A CONDENSATE PMP OUTLET P,MPa,Unit 1
443,KALTIM1.SIGNAL.AI.10MAG10CP102,Unit #1 - COND P 2,KPa,Unit 1
444,KALTIM1.SIGNAL.AI.10MAU20CP102,Unit #1 - OIL P BFR CHK OF MAIN LUBE OIL PMP OUTLET ,MPa,Unit 1
445,KALTIM1.SIGNAL.AI.10MAU40CP101,Unit #1 - OIL P OF JACKING OIL MAIN PIP,MPa,Unit 1
446,KALTIM1.SIGNAL.AI.10MAX20CP101,Unit #1 - OIL P OF EH PMPS OUTLET MAIN PIP,MPa,Unit 1
447,KALTIM1.SIGNAL.AI.10MAU30CP101,Unit #1 - OIL P 6 OF HP START-UP OIL PMP OUTLET,MPa,Unit 1
448,KALTIM1.SIGNAL.AI.10MAU30CP103,Unit #1 - OIL P 6 OF DC LUBE OIL PMP OUTLET,MPa,Unit 1
449,KALTIM1.SIGNAL.AI.10MAU30AP002XQ01,Unit #1 - HP START-UP OIL PMP CURRENT,%,Unit 1
